SR No,LRNo,LRDate,NoOfBox,Weight,InvoiceNumber,InvoiceDate,PartyName,CityName,District,State,Amount,TransportName,Remark
826,1.00E+11,3/11/2025 18:34,2,5,DHL/24-25/15686,3/10/2025 10:19,S M ENTERPRISES,VISHAKHAPATNAM,VISHAKHAPATNAM,Andhra Pradesh,4731.8,SAFEXPRESS,Scheduled
827,1.00E+11,3/11/2025 18:34,1,8.1,DHL/24-25/15721,3/11/2025 9:39,S M ENTERPRISES,VISHAKHAPATNAM,VISHAKHAPATNAM,Andhra Pradesh,3840.9,SAFEXPRESS,Scheduled
828,77654824,3/11/2025 18:29,1,5,DHL/24-25/15555,3/7/2025 11:11,Berhampur,Berhampur,GANJAM,Odisha,3064.46,TCI,Scheduled
829,77654824,3/11/2025 18:29,4,123.2,DHL/24-25/15718,3/11/2025 9:33,Berhampur,Berhampur,GANJAM,Odisha,27895.2,TCI,Scheduled
830,77654824,3/11/2025 18:29,2,48.2,DHL/24-25/15718,3/11/2025 9:33,Berhampur,Berhampur,GANJAM,Odisha,11139.2,TCI,Scheduled
831,77654824,3/11/2025 18:29,1,30.4,DHL/24-25/15731,3/11/2025 9:57,Berhampur,Berhampur,GANJAM,Odisha,6997.4,TCI,Scheduled
832,77654835,3/11/2025 18:26,1,31.7,DHL/24-25/15633,3/8/2025 9:57,ADITYA ENTERPRISES,Indore,Indore,Madhya Pradesh,8083,TCI,Scheduled
833,77654835,3/11/2025 18:26,4,66,DHL/24-25/15709,3/11/2025 9:20,ADITYA ENTERPRISES,Indore,Indore,Madhya Pradesh,19847.6,TCI,Scheduled
834,158078096,3/11/2025 18:23,1,30.6,DHL/24-25/15712,3/11/2025 9:24,Y.P. ENTERPRISES,Jagdalpur,BASTAR,Chhattisgarh,8201,GATI,Scheduled
835,158078096,3/11/2025 18:23,4,105.6,DHL/24-25/15713,3/11/2025 9:24,Y.P. ENTERPRISES,Jagdalpur,BASTAR,Chhattisgarh,31529.6,GATI,Scheduled
836,158078171,3/11/2025 18:21,2,9.8,DHL/24-25/15726,3/11/2025 9:47,RAJ ELECTRONICS,CHHINDWARA,CHHINDWARA,Madhya Pradesh,3593.1,GATI,All others ODA
837,158078171,3/11/2025 18:21,2,37.4,DHL/24-25/15726,3/11/2025 9:47,RAJ ELECTRONICS,CHHINDWARA,CHHINDWARA,Madhya Pradesh,9558,GATI,All others ODA
838,158078171,3/11/2025 18:21,2,8.7,DHL/24-25/15727,3/11/2025 9:48,RAJ ELECTRONICS,CHHINDWARA,CHHINDWARA,Madhya Pradesh,3416.1,GATI,All others ODA
839,158078157,3/11/2025 18:18,4,9.2,DHL/24-25/15679,3/10/2025 10:08,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,8826.4,GATI,All others ODA
840,158078157,3/11/2025 18:18,2,31.8,DHL/24-25/15711,3/11/2025 9:21,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,8330.8,GATI,All others ODA
841,158078126,3/11/2025 18:16,4,18.4,DHL/24-25/15673,3/10/2025 9:58,Jeypore,Jeypore,KORAPUT,Odisha,9251.2,GATI,All others ODA
842,158078126,3/11/2025 18:16,5,22.5,DHL/24-25/15673,3/10/2025 9:58,Jeypore,Jeypore,KORAPUT,Odisha,10974,GATI,All others ODA
843,158078126,3/11/2025 18:16,4,18,DHL/24-25/15673,3/10/2025 9:58,Jeypore,Jeypore,KORAPUT,Odisha,8359.12,GATI,All others ODA
844,158078126,3/11/2025 18:16,4,64.2,DHL/24-25/15715,3/11/2025 9:26,Jeypore,Jeypore,KORAPUT,Odisha,14396,GATI,All others ODA
845,158077891,3/11/2025 18:13,3,95.4,DHL/24-25/15706,3/11/2025 9:17,NITIRAJ ENTERPRISES.,NIZAMABAD,NIZAMABAD,Telangana,24249,GATI,All others ODA
846,158077891,3/11/2025 18:13,2,9.9,DHL/24-25/15706,3/11/2025 9:17,NITIRAJ ENTERPRISES.,NIZAMABAD,NIZAMABAD,Telangana,4118.2,GATI,All others ODA
847,158077891,3/11/2025 18:13,2,32.6,DHL/24-25/15707,3/11/2025 9:18,NITIRAJ ENTERPRISES.,NIZAMABAD,NIZAMABAD,Telangana,12272,GATI,All others ODA
848,158078133,3/11/2025 18:10,23,69,DHL/24-25/15723,3/11/2025 9:43,ACCURACY (P)COMPANY,KOTTAYAM,KOTTAYAM,Kerala,28220.99,GATI,Scheduled
849,158078102,3/11/2025 18:09,20,119,DHL/24-25/15728,3/11/2025 9:53,PHOENIX INDUSTRIAL SERVICE,ANGUL,ANGUL,Odisha,40415,GATI,All others ODA
850,158078102,3/11/2025 18:09,4,4.8,DHL/24-25/15728,3/11/2025 9:53,PHOENIX INDUSTRIAL SERVICE,ANGUL,ANGUL,Odisha,5664,GATI,All others ODA
851,158078102,3/11/2025 18:09,10,82,DHL/24-25/15728,3/11/2025 9:53,PHOENIX INDUSTRIAL SERVICE,ANGUL,ANGUL,Odisha,38114,GATI,All others ODA
852,158078119,3/11/2025 18:08,4,22.6,DHL/24-25/15729,3/11/2025 9:55,SHREE SHYAM AGENCIES,RAMGARH CANTT,RAMGARH CANTT,Jharkhand,9074.2,GATI,All others ODA
853,158077884,3/11/2025 18:05,1,31.8,DHL/24-25/15708,3/11/2025 9:19,Bilaspur,Bilaspur,Bilaspur,Chhattisgarh,7410.4,GATI,Scheduled
854,158077907,3/11/2025 18:03,2,31.8,DHL/24-25/15710,3/11/2025 9:20,ODISHA SALES CORPORATION,SAMBALPUR,SAMBALPUR,Odisha,8330.8,GATI,All others ODA
859,158078225,3/10/2025 19:05,5,23.5,DHL/24-25/15670,3/10/2025 9:54,NITIRAJ ENTERPRISES.,NIZAMABAD,NIZAMABAD,Telangana,20945,GATI,All others ODA
860,158078409,3/10/2025 19:05,4,18,DHL/24-25/15672,3/10/2025 9:56,Bilaspur,Bilaspur,Bilaspur,Chhattisgarh,8779.2,GATI,Scheduled
861,158078256,3/10/2025 18:59,10,18,DHL/24-25/15657,3/10/2025 9:38,Geetanjali enterprises,HAZARIBAG,HAZARIBAG,Jharkhand,16520,GATI,All others ODA
862,158078256,3/10/2025 18:59,5,23,DHL/24-25/15666,3/10/2025 9:51,Geetanjali enterprises,HAZARIBAG,HAZARIBAG,Jharkhand,14573,GATI,All others ODA
863,158078256,3/10/2025 18:59,3,13.8,DHL/24-25/15671,3/10/2025 9:55,Geetanjali enterprises,HAZARIBAG,HAZARIBAG,Jharkhand,9628.8,GATI,All others ODA
864,158078249,3/10/2025 18:58,1,11.7,DHL/24-25/15631,3/8/2025 9:55,SOURABH ENTERPRISES,GIRIDHI SADAR,GIRIDHI,Jharkhand,4944.2,GATI,All others ODA
865,158078249,3/10/2025 18:58,2,9.8,DHL/24-25/15662,3/10/2025 9:43,SOURABH ENTERPRISES,GIRIDHI SADAR,GIRIDHI,Jharkhand,8236.4,GATI,All others ODA
866,158078218,3/10/2025 18:56,2,27.6,DHL/24-25/15658,3/10/2025 9:39,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,11269,GATI,Scheduled
867,158078218,3/10/2025 18:56,3,13.8,DHL/24-25/15663,3/10/2025 9:48,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,8513.7,GATI,Scheduled
868,158078218,3/10/2025 18:56,2,4.4,DHL/24-25/15663,3/10/2025 9:48,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,4708.2,GATI,Scheduled
869,158078218,3/10/2025 18:56,1,2.2,DHL/24-25/15667,3/10/2025 9:53,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,2578.3,GATI,Scheduled
870,158078218,3/10/2025 18:56,1,30.1,DHL/24-25/15668,3/10/2025 9:53,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,8584.5,GATI,Scheduled
871,158078263,3/10/2025 18:54,2,63.2,DHL/24-25/15660,3/10/2025 9:40,Uttam International Export Import,CHHATRAPATI SAMBHAJI NAGAR,CHHATRAPATI SAMBHAJI NAGAR,MAHARASHTRA,19835.8,GATI,Scheduled
872,158078263,3/10/2025 18:54,1,17.7,DHL/24-25/15457,3/3/2025 16:06,Uttam International Export Import,CHHATRAPATI SAMBHAJI NAGAR,CHHATRAPATI SAMBHAJI NAGAR,MAHARASHTRA,9829.4,GATI,Scheduled
873,158078416,3/10/2025 18:51,1,26,DHL/24-25/15625,3/8/2025 9:36,ODISHA SALES CORPORATION,SAMBALPUR,SAMBALPUR,Odisha,7599.2,GATI,All others ODA
874,158078416,3/10/2025 18:51,5,58.5,DHL/24-25/15625,3/8/2025 9:36,ODISHA SALES CORPORATION,SAMBALPUR,SAMBALPUR,Odisha,23600,GATI,All others ODA
875,158078416,3/10/2025 18:51,2,9.6,DHL/24-25/15675,3/10/2025 10:01,ODISHA SALES CORPORATION,SAMBALPUR,SAMBALPUR,Odisha,7693.6,GATI,All others ODA
881,274740359,3/10/2025 18:30,1,4.6,DHL/24-25/15665,3/10/2025 9:50,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,2837.9,DELHIVERY,All others ODA
882,274740359,3/10/2025 18:30,2,4.4,DHL/24-25/15665,3/10/2025 9:50,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,4708.2,DELHIVERY,All others ODA
883,274740359,3/10/2025 18:30,1,4.8,DHL/24-25/15676,3/10/2025 10:02,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,2979.5,DELHIVERY,All others ODA
884,274740359,3/10/2025 18:30,1,4.7,DHL/24-25/15676,3/10/2025 10:02,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,2979.5,DELHIVERY,All others ODA
885,274739446,3/10/2025 18:26,2,17.8,DHL/24-25/15540,3/6/2025 13:44,Shiv Shakti Marketing,Raniwara,JALORE,Rajasthan,9038.8,DELHIVERY,All others ODA
886,1.00E+11,3/10/2025 18:21,2,74,DHL/24-25/15700,3/10/2025 17:01,NITIRAJ ENTERPRISES,PATNA,PATNA,Bihar,15994.9,SAFEXPRESS,Scheduled
895,244702321,3/9/2025 18:17,2,12,DHL/24-25/15630,3/8/2025 9:54,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,4655.1,DELHIVERY,All others ODA
896,244702321,3/9/2025 18:17,1,10.5,DHL/24-25/15630,3/8/2025 9:54,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,3746.5,DELHIVERY,All others ODA
897,244702321,3/9/2025 18:17,1,15.9,DHL/24-25/15630,3/8/2025 9:54,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,5504.7,DELHIVERY,All others ODA
898,244702321,3/9/2025 18:17,1,18.2,DHL/24-25/15630,3/8/2025 9:54,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,5540.1,DELHIVERY,All others ODA
899,244702321,3/9/2025 18:17,1,0.3,DHL/24-25/15630,3/8/2025 9:54,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,790.6,DELHIVERY,All others ODA
900,244702321,3/9/2025 18:17,1,0.3,DHL/24-25/15630,3/8/2025 9:54,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,849.6,DELHIVERY,All others ODA
901,244702321,3/9/2025 18:17,2,27.8,DHL/24-25/15635,3/8/2025 10:00,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,9947.4,DELHIVERY,All others ODA
902,244702321,3/9/2025 18:17,1,6.5,DHL/24-25/15637,3/8/2025 10:03,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,6501.8,DELHIVERY,All others ODA
903,244702321,3/9/2025 18:17,1,6.9,DHL/24-25/15637,3/8/2025 10:03,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,11304.4,DELHIVERY,All others ODA
904,244700185,3/9/2025 18:15,2,10,DHL/24-25/15568,3/7/2025 11:28,MAHAJAN ELECTRONIC,RAJOURI,RAJOURI,Jammu and Kashmir,9451.8,DELHIVERY,All others ODA
905,244700185,3/9/2025 18:15,2,56.2,DHL/24-25/15622,3/8/2025 9:31,MAHAJAN ELECTRONIC,RAJOURI,RAJOURI,Jammu and Kashmir,17658.7,DELHIVERY,All others ODA
906,274699680,3/9/2025 18:14,2,9.6,DHL/24-25/15366,2/28/2025 16:34,HOME CHOICE INTERIOR MART,ASHOKNAGAR,ASHOKNAGAR - 473335,Madhya Pradesh,6619.8,DELHIVERY,All others ODA
907,274699680,3/9/2025 18:14,2,9.6,DHL/24-25/15442,3/3/2025 15:50,HOME CHOICE INTERIOR MART,ASHOKNAGAR,ASHOKNAGAR - 473335,Madhya Pradesh,5959,DELHIVERY,All others ODA
908,274699680,3/9/2025 18:14,1,5,DHL/24-25/15559,3/7/2025 11:17,HOME CHOICE INTERIOR MART,ASHOKNAGAR,ASHOKNAGAR - 473335,Madhya Pradesh,4159.5,DELHIVERY,All others ODA
909,274699317,3/9/2025 18:11,1,15.4,DHL/24-25/15382,3/1/2025 11:15,L M SCALES,Sujanpur,PATHANKOT,PUNJAB,5640.4,DELHIVERY,All others ODA
910,274699317,3/9/2025 18:11,1,5,DHL/24-25/15567,3/7/2025 11:27,L M SCALES,Sujanpur,PATHANKOT,PUNJAB,4885.2,DELHIVERY,All others ODA
911,158078195,3/9/2025 18:09,2,10,DHL/24-25/15557,3/7/2025 11:13,Monotech lab Instruments and Calibration,Mumbra,THANE,MAHARASHTRA,8566.8,GATI,Scheduled
912,158078188,3/9/2025 18:08,1,4.5,DHL/24-25/15565,3/7/2025 11:26,Soura Senapati,RAYAGADA,RAYAGADA,Odisha,3115.2,GATI,All others ODA
913,158078355,3/9/2025 18:06,2,11,DHL/24-25/15292,2/26/2025 14:21,Dhakad Sales Corporation,Sironj,VIDISHA,Madhya Pradesh,6844,GATI,All others ODA
914,158078355,3/9/2025 18:06,1,5.5,DHL/24-25/15292,2/26/2025 14:21,Dhakad Sales Corporation,Sironj,VIDISHA,Madhya Pradesh,3575.4,GATI,All others ODA
915,158078355,3/9/2025 18:06,1,4.8,DHL/24-25/15443,3/3/2025 15:51,Dhakad Sales Corporation,Sironj,VIDISHA,Madhya Pradesh,3068,GATI,All others ODA
916,158078355,3/9/2025 18:06,3,13.8,DHL/24-25/15562,3/7/2025 11:24,Dhakad Sales Corporation,Sironj,VIDISHA,Madhya Pradesh,8743.8,GATI,All others ODA
917,158078331,3/9/2025 18:04,5,78,DHL/24-25/15632,3/8/2025 9:56,NITIRAJ ENTERPRISES.,NIZAMABAD,NIZAMABAD,Telangana,27199,GATI,All others ODA
918,158078317,3/9/2025 18:00,10,117,DHL/24-25/15626,3/8/2025 9:38,Jeypore,Jeypore,KORAPUT,Odisha,36580,GATI,All others ODA
919,158078300,3/9/2025 17:58,4,18.4,DHL/24-25/15580,3/7/2025 11:47,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,11894.4,GATI,All others ODA
920,158078300,3/9/2025 17:58,2,30.2,DHL/24-25/15627,3/8/2025 9:45,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,10714.4,GATI,All others ODA
921,158078300,3/9/2025 17:58,4,47.2,DHL/24-25/15627,3/8/2025 9:45,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,18596.8,GATI,All others ODA
922,158078300,3/9/2025 17:58,8,93.6,DHL/24-25/15627,3/8/2025 9:45,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,37760,GATI,All others ODA
923,158078300,3/9/2025 17:58,2,17,DHL/24-25/15627,3/8/2025 9:45,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,7504.8,GATI,All others ODA
924,158078300,3/9/2025 17:58,2,37.8,DHL/24-25/15636,3/8/2025 10:01,PATNESWARI ENTERPRIES,Balangir,BALANGIR,Odisha,10785.2,GATI,All others ODA
925,158078294,3/9/2025 17:56,4,18.4,DHL/24-25/15564,3/7/2025 11:25,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,11351.6,GATI,Scheduled
926,158078294,3/9/2025 17:56,1,25,DHL/24-25/15576,3/7/2025 11:40,SAMARTH ENTERPRISES,LATUR,LATUR,MAHARASHTRA,8006.3,GATI,Scheduled
927,158078287,3/9/2025 17:54,2,13.1,DHL/24-25/15458,3/3/2025 16:07,Nextstep Technology,KOLHAPUR,KOLHAPUR,MAHARASHTRA,5498.8,GATI,Scheduled
928,158078287,3/9/2025 17:54,1,2.2,DHL/24-25/15560,3/7/2025 11:20,Nextstep Technology,KOLHAPUR,KOLHAPUR,MAHARASHTRA,2690.4,GATI,Scheduled
929,158078270,3/9/2025 17:48,10,151,DHL/24-25/15628,3/8/2025 9:46,Y.P. ENTERPRISES,Jagdalpur,BASTAR,Chhattisgarh,53572,GATI,Scheduled
930,158078348,3/9/2025 17:47,80,192,DHL/24-25/15646,3/8/2025 14:08,NEW TECH SYSTEM,KANNUR,KANNUR,Kerala,148444,GATI,Scheduled
931,1.00E+11,3/9/2025 17:44,2,9.8,DHL/24-25/15572,3/7/2025 11:33,N A SERVICES,GADCHIROLI,GARHCHIROLI,MAHARASHTRA,7988.6,SAFEXPRESS,All others ODA
932,1.00E+11,3/9/2025 17:41,3,54.6,DHL/24-25/15623,3/8/2025 9:32,SAMAPTI WEIGHING SERVICE,NUAPADA,NAUPADA,Odisha,20089.5,SAFEXPRESS,Scheduled
933,1.00E+11,3/9/2025 17:40,4,17,DHL/24-25/15645,3/8/2025 10:22,Maa Kali Enterprise,Agartala,West Tripura,Tripura,7351.4,SAFEXPRESS,All others ODA
934,1.00E+11,3/9/2025 17:40,4,4.8,DHL/24-25/15645,3/8/2025 10:22,Maa Kali Enterprise,Agartala,West Tripura,Tripura,5900,SAFEXPRESS,All others ODA
935,1.00E+11,3/9/2025 17:37,1,6.9,DHL/24-25/15638,3/8/2025 10:04,Maa Kali Enterprise,Agartala,West Tripura,Tripura,11422.4,SAFEXPRESS,All others ODA
936,1.00E+11,3/9/2025 17:37,2,13.4,DHL/24-25/15638,3/8/2025 10:04,Maa Kali Enterprise,Agartala,West Tripura,Tripura,25393.6,SAFEXPRESS,All others ODA
937,274716755,3/9/2025 14:09,31,452.6,DHL/24-25/15604,3/7/2025 15:15,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,153054.38,DELHIVERY,All others ODA
938,274716786,3/9/2025 14:08,67,978.2,DHL/24-25/15606,3/7/2025 15:19,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,330794.95,DELHIVERY,All others ODA
939,274716806,3/9/2025 14:08,80,1168,DHL/24-25/15605,3/7/2025 15:18,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,394979.04,DELHIVERY,All others ODA
940,274716944,3/9/2025 14:04,86,1255.6,DHL/24-25/15608,3/7/2025 15:48,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,424602.47,DELHIVERY,All others ODA
941,274717013,3/9/2025 14:03,105,1533,DHL/24-25/15611,3/7/2025 15:51,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,518409.99,DELHIVERY,All others ODA
942,274717197,3/9/2025 14:03,67,978.2,DHL/24-25/15612,3/7/2025 15:52,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,330794.95,DELHIVERY,All others ODA
943,274717230,3/9/2025 14:02,40,584,DHL/24-25/15613,3/7/2025 15:53,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,197489.52,DELHIVERY,All others ODA
944,274717278,3/9/2025 14:00,90,1314,DHL/24-25/15616,3/7/2025 15:57,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,444351.42,DELHIVERY,All others ODA
945,274717466,3/9/2025 13:59,110,1606,DHL/24-25/15617,3/7/2025 15:58,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,543096.18,DELHIVERY,All others ODA
947,1000 2210 4091,3/8/2025 19:54,30,9,DHL/24-25/15634,3/8/2025 9:59,Sagar Sales.,DARJEELING,DARJEELING,West Bengal,25700.4,SAFEXPRESS,Scheduled
948,274688643,3/8/2025 19:11,85,1241,DHL/24-25/15596,3/7/2025 14:34,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,419665.23,DELHIVERY,All others ODA
949,274691791,3/8/2025 19:10,52,759.2,DHL/24-25/15598,3/7/2025 14:37,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,256736.38,DELHIVERY,All others ODA
950,274696209,3/8/2025 19:09,132,1927.2,DHL/24-25/15599,3/7/2025 14:39,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,651715.42,DELHIVERY,All others ODA
951,274699056,3/8/2025 19:07,59,861.4,DHL/24-25/15601,3/7/2025 15:10,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,291297.05,DELHIVERY,All others ODA
952,274700364,3/8/2025 19:07,122,1781.2,DHL/24-25/15602,3/7/2025 15:12,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,602343.04,DELHIVERY,All others ODA
953,274708921,3/8/2025 19:06,129,1883.4,DHL/24-25/15603,3/7/2025 15:13,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,636903.71,DELHIVERY,All others ODA
954,1000 2210 7856,3/8/2025 19:04,9,41.4,DHL/24-25/15579,3/7/2025 11:45,SONAL SCALE COMPANY,SATARA,SATARA,MAHARASHTRA,27505.8,SAFEXPRESS,All others ODA
955,1000 2210 8150,3/8/2025 19:03,2,25,DHL/24-25/15581,3/7/2025 11:48,MITTAL ELECTRONICS,AMRAVATI,AMRAVATI,MAHARASHTRA,8018.1,SAFEXPRESS,All others ODA
956,1000 2210 8150,3/8/2025 19:03,1,16,DHL/24-25/15398,3/1/2025 14:10,MITTAL ELECTRONICS,AMRAVATI,AMRAVATI,MAHARASHTRA,6566.7,SAFEXPRESS,All others ODA
957,1000 2210 8486,3/8/2025 19:01,1,2,DHL/24-25/15104,2/20/2025 9:10,Modern Scales,Edakkara,MALLAPURAM,Kerala,2277.4,SAFEXPRESS,Scheduled
958,1000 2210 8486,3/8/2025 19:01,1,2,DHL/24-25/15104,2/20/2025 9:10,Modern Scales,Edakkara,MALLAPURAM,Kerala,2277.4,SAFEXPRESS,Scheduled
959,1000 2210 8486,3/8/2025 19:01,10,47,DHL/24-25/15566,3/7/2025 11:27,Modern Scales,Edakkara,MALLAPURAM,Kerala,36226,SAFEXPRESS,Scheduled
960,158078324,3/8/2025 18:02,5,93.5,DHL/24-25/15649,3/8/2025 16:38,Vansh Scales & Lockers,BANGALORE,BANGALORE,Karnataka,31830.5,GATI,Scheduled
967,1.00E+11,3/8/2025 10:16,1,4.5,DHL/24-25/15558,3/7/2025 11:14,Sambalpur,SAMBALPUR,SAMBALPUR,Odisha,2089.78,SAFEXPRESS,Scheduled
968,274668884,3/7/2025 19:29,21,306.6,DHL/24-25/15597,3/7/2025 14:36,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,103682,DELHIVERY,All others ODA
969,274667877,3/7/2025 19:27,49,715.4,DHL/24-25/15595,3/7/2025 14:32,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,241924.67,DELHIVERY,All others ODA
970,274669907,3/7/2025 19:26,38,554.8,DHL/24-25/15593,3/7/2025 14:06,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,187615.05,DELHIVERY,All others ODA
971,274665459,3/7/2025 19:25,92,1343.2,DHL/24-25/15594,3/7/2025 14:30,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,454225.9,DELHIVERY,All others ODA
972,274663933,3/7/2025 19:24,96,1401.6,DHL/24-25/15592,3/7/2025 14:05,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,473974.85,DELHIVERY,All others ODA
973,274663218,3/7/2025 19:24,24,350.4,DHL/24-25/15591,3/7/2025 14:03,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,118493.72,DELHIVERY,All others ODA
974,274662492,3/7/2025 19:23,70,1022,DHL/24-25/15590,3/7/2025 13:44,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,345606.66,DELHIVERY,All others ODA
975,274661924,3/7/2025 19:22,33,481.8,DHL/24-25/15589,3/7/2025 13:42,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,162928.86,DELHIVERY,All others ODA
976,244660947,3/7/2025 19:21,27,394.2,DHL/24-25/15588,3/7/2025 13:41,LINKWELL TELESYSTEMS PVT LTD (ARUNACHAL PRADESH),BEGUMPET,HYDERABAD,Telangana,133305.43,DELHIVERY,All others ODA
978,274666613,3/7/2025 16:59,1,4.9,DHL/24-25/15561,3/7/2025 11:22,Vaishnavi Electronics,Kathua,Kathua,Jammu and Kashmir,3894,DELHIVERY,All others ODA
981,1.00E+11,3/7/2025 10:28,5,23,DHL/24-25/15509,3/5/2025 14:38,Sambalpur,SAMBALPUR,SAMBALPUR,Odisha,10679,SAFEXPRESS,Scheduled
982,1.00E+11,3/7/2025 10:28,4,9.2,DHL/24-25/15509,3/5/2025 14:38,Sambalpur,SAMBALPUR,SAMBALPUR,Odisha,6230.4,SAFEXPRESS,Scheduled
983,1.00E+11,3/7/2025 10:24,3,25.5,DHL/24-25/15383,3/1/2025 11:17,KARUNA MACHINE MART,Jalsara,PASCHIM MEDINIPUR,West Bengal,12106.8,SAFEXPRESS,Scheduled
984,1.00E+11,3/7/2025 10:24,3,13.8,DHL/24-25/15453,3/3/2025 16:01,KARUNA MACHINE MART,Jalsara,PASCHIM MEDINIPUR,West Bengal,10089,SAFEXPRESS,Scheduled
985,1.00E+11,3/7/2025 10:24,1,5.1,DHL/24-25/15498,3/5/2025 14:12,KARUNA MACHINE MART,Jalsara,PASCHIM MEDINIPUR,West Bengal,4696.4,SAFEXPRESS,Scheduled
986,1.00E+11,3/7/2025 10:24,3,15,DHL/24-25/15498,3/5/2025 14:12,KARUNA MACHINE MART,Jalsara,PASCHIM MEDINIPUR,West Bengal,13558.2,SAFEXPRESS,Scheduled
987,274630227,3/6/2025 18:17,1,15.6,DHL/24-25/15423,3/3/2025 11:30,Nitiraj Agencies,BASTI,BASTI,Uttar Pradesh,6018,DELHIVERY,All others ODA
988,274630227,3/6/2025 18:17,2,9.2,DHL/24-25/15450,3/3/2025 15:59,Nitiraj Agencies,BASTI,BASTI,Uttar Pradesh,6419.2,DELHIVERY,All others ODA
989,274629936,3/6/2025 18:15,1,4.7,DHL/24-25/15510,3/5/2025 14:40,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,3121.1,DELHIVERY,All others ODA
990,274629936,3/6/2025 18:15,1,6.8,DHL/24-25/15510,3/5/2025 14:40,Radheshyam Sales,JAORA,RATLAM,Madhya Pradesh,3463.3,DELHIVERY,All others ODA
